image,x,y,w,h,contrast,area_px,aspect,polarity,evidence_class,matches_coord,agrees,disagrees,near_edge,persistence,compactness,bg_std,smooth,grid_energy,edge_sharpness,contrast_stability,interest,score,verdict,confidence,flags,recommendation,path,baseline_fp,fdr_q,solar_elevation_deg,solar_azimuth_deg,pixel_scale_m,size_m,shadow_alignment,inferred_height_m,spacecraft_altitude_km
ESP_013948_1410_RED.browse_enh.png,728,5516,16,28,3.94,448,1.75,dark,3,2,2,0,False,1.0,1.0,20.91,no,0.895,1.4882,0.9453,63.4,100.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.025,,,,,,,
ESP_013236_1410_RED.browse_enh.png,752,5100,16,28,3.5,448,1.75,dark,3,2,2,0,False,1.0,1.0,22.41,no,0.8551,1.1738,0.8913,59.6,99.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.049,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,752,5100,16,28,3.45,448,1.75,dark,3,2,2,0,False,1.0,1.0,21.8,no,0.849,1.2528,0.8911,59.2,99.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.049,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,752,5100,16,28,3.45,448,1.75,dark,3,2,2,0,False,1.0,1.0,21.8,no,0.849,1.2528,0.8911,59.2,99.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.049,,,,,,,
ESP_013948_1410_MIRB.abrowse_enh.png,728,5712,12,28,3.4,336,2.33,dark,3,2,2,0,False,1.0,1.0,23.34,no,0.8932,1.514,0.8718,57.7,97.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.abrowse_enh.png,,0.056,,,,,,,
ESP_013948_1410_MRGB.abrowse_enh.png,728,5712,12,28,3.4,336,2.33,dark,3,2,2,0,False,1.0,1.0,23.35,no,0.8931,1.514,0.8717,57.7,97.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.abrowse_enh.png,,0.056,,,,,,,
ESP_013948_1410_RED.abrowse_enh.png,728,5712,12,28,3.31,336,2.33,dark,3,2,2,0,False,1.0,1.0,25.32,no,0.9011,1.4508,0.8689,56.9,96.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.abrowse_enh.png,,0.076,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,2084,9776,24,24,3.03,576,1.0,bright,3,2,2,0,False,1.0,0.824,19.03,no,0.8304,1.4495,0.9307,56.8,96.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.144,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,1312,4128,16,24,3.05,384,1.5,dark,3,2,2,0,False,1.0,1.0,24.36,no,0.8076,1.5299,0.907,56.0,96.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.140,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,1312,4128,16,24,3.02,384,1.5,dark,3,2,2,0,False,1.0,1.0,24.72,no,0.8073,1.5206,0.9049,55.8,95.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.144,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,2084,9776,24,24,2.87,576,1.0,bright,3,2,2,0,False,1.0,0.911,19.9,no,0.8303,1.4548,0.9404,55.4,95.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.193,,,,,,,
ESP_013948_1410_RED.browse_enh.png,1312,4128,16,24,2.98,384,1.5,dark,3,2,2,0,False,1.0,1.0,27.05,no,0.8061,1.4447,0.9056,55.4,95.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.156,,,,,,,
ESP_013948_1410_RED.abrowse_enh.png,1312,4328,16,20,2.84,320,1.25,dark,3,2,2,0,False,1.0,1.0,31.45,no,0.8544,1.1827,0.9182,54.6,94.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.abrowse_enh.png,,0.198,,,,,,,
ESP_013948_1410_MIRB.abrowse_enh.png,1312,4328,16,20,2.8,320,1.25,dark,3,2,2,0,False,1.0,1.0,29.47,no,0.8535,1.1729,0.9347,54.2,94.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.abrowse_enh.png,,0.210,,,,,,,
ESP_013948_1410_MRGB.abrowse_enh.png,1312,4328,16,20,2.8,320,1.25,dark,3,2,2,0,False,1.0,1.0,29.47,no,0.8535,1.1729,0.9347,54.2,94.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.abrowse_enh.png,,0.210,,,,,,,
ESP_013948_1410_MIRB.abrowse_enh.png,540,5128,16,20,2.67,320,1.25,dark,3,2,2,0,False,1.0,0.961,28.0,no,0.7904,1.2308,0.9486,53.1,93.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.abrowse_enh.png,,0.254,,,,,,,
ESP_013948_1410_MRGB.abrowse_enh.png,540,5128,16,20,2.67,320,1.25,dark,3,2,2,0,False,1.0,0.961,28.0,no,0.7904,1.2308,0.9485,53.1,93.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.abrowse_enh.png,,0.254,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,532,4932,24,20,2.59,480,1.2,dark,3,2,2,0,False,1.0,0.903,24.46,no,0.7673,1.3134,0.9314,52.6,92.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.292,,,,,,,
ESP_013948_1410_RED.browse_enh.png,532,4932,24,24,2.53,576,1.0,dark,3,2,2,0,False,1.0,0.942,24.78,no,0.7894,1.3504,0.9374,52.4,92.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.314,,,,,,,
ESP_013236_1410_RED.thumb_enh.png,708,2532,20,12,2.52,240,1.67,bright,3,2,2,0,False,1.0,1.0,31.54,no,0.8174,1.3203,0.9671,51.1,91.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.thumb_enh.png,,0.318,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,1352,3672,24,24,2.32,576,1.0,dark,3,2,2,0,False,1.0,1.0,29.2,no,0.8159,1.2683,0.8319,50.6,90.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.376,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,1352,3672,24,24,2.32,576,1.0,dark,3,2,2,0,False,1.0,1.0,29.2,no,0.8159,1.2683,0.8319,50.6,90.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.376,,,,,,,
ESP_013236_1410_RED.browse_enh.png,1352,3672,24,24,2.3,576,1.0,dark,3,2,2,0,False,1.0,1.0,31.09,no,0.825,1.3266,0.8327,50.4,90.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.376,,,,,,,
ESP_013948_1410_RED.abrowse_enh.png,536,5128,20,20,2.75,400,1.0,dark,3,2,2,0,False,1.0,0.589,26.98,no,0.8141,1.3393,0.9518,54.3,90.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.abrowse_enh.png,,0.225,,,,,,,
ESP_013948_1410_MIRB.browse_enh.png,536,4932,20,20,2.71,400,1.0,dark,3,2,2,0,False,1.0,0.655,25.35,no,0.7902,1.2841,0.9479,53.9,89.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MIRB.browse_enh.png,,0.243,,,,,,,
ESP_013236_1410_RED.abrowse_enh.png,1352,3868,24,24,2.23,576,1.0,dark,3,2,2,0,False,1.0,1.0,32.3,no,0.8211,1.3693,0.8271,49.8,89.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.abrowse_enh.png,,0.376,,,,,,,
ESP_013236_1410_RED.abrowse_enh.png,548,4696,20,20,2.21,400,1.0,dark,3,2,2,0,False,1.0,1.0,30.04,no,0.8294,1.1788,0.8773,49.5,89.5,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.abrowse_enh.png,,0.376,,,,,,,
ESP_013948_1410_MRGB.browse_enh.png,1076,4680,28,60,0.61,1680,2.14,bright,3,2,2,0,False,1.0,0.739,73.07,no,0.9018,0.7285,0.9097,49.3,89.3,CONFIRMED-LEAD,high,,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_MRGB.browse_enh.png,,0.448,,,,,,,
ESP_013948_1410_RED.browse_enh.png,1076,4680,28,60,0.61,1680,2.14,bright,3,2,2,0,False,1.0,0.804,78.99,no,0.9069,0.7122,0.9116,49.3,89.3,CONFIRMED-LEAD,high,,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.448,,,,,,,
ESP_013948_1410_RED.browse_enh.png,1660,9260,24,20,2.19,480,1.2,bright,3,2,2,0,False,1.0,1.0,23.84,no,0.8198,0.943,0.9233,49.1,89.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.376,,,,,,,
ESP_013236_1410_MRGB.thumb_enh.png,708,2532,20,12,2.28,240,1.67,bright,3,2,2,0,False,1.0,1.0,31.13,no,0.8099,1.2676,0.9541,49.0,89.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.thumb_enh.png,,0.376,,,,,,,
ESP_013236_1410_RED.browse_enh.png,2012,6708,40,48,0.39,1920,1.2,dark,3,2,2,0,False,1.0,1.0,55.58,no,0.9052,0.9644,0.9086,49.0,89.0,CONFIRMED-LEAD,high,,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.485,,,,,,,
ESP_013236_1410_MIRB.abrowse_enh.png,1352,3868,24,20,2.15,480,1.2,dark,3,2,2,0,False,1.0,1.0,33.05,no,0.8587,1.3285,0.8808,48.7,88.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.abrowse_enh.png,,0.376,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,1352,3868,24,20,2.15,480,1.2,dark,3,2,2,0,False,1.0,1.0,33.05,no,0.8587,1.3285,0.8808,48.7,88.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.376,,,,,,,
ESP_013236_1410_RED.abrowse_enh.png,1072,3648,20,20,2.11,400,1.0,dark,3,2,2,0,False,1.0,1.0,24.21,no,0.6896,1.4555,0.8685,48.7,88.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.abrowse_enh.png,,0.376,,,,,,,
ESP_013236_1410_RED.browse_enh.png,1708,8952,24,16,2.21,384,1.5,bright,3,2,2,0,False,1.0,1.0,25.45,no,0.8102,1.067,0.9446,48.7,88.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.376,,,,,,,
ESP_013948_1410_RED.browse_enh.png,2964,10236,36,16,2.34,576,2.25,bright,3,2,2,0,False,1.0,1.0,21.28,no,0.8491,1.1286,0.9445,48.7,88.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.browse_enh.png,,0.376,,,,,,,
ESP_013236_1410_MRGB.browse_enh.png,1708,8952,28,16,2.24,448,1.75,bright,3,2,2,0,False,1.0,1.0,24.58,no,0.8303,1.0703,0.8996,48.6,88.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.browse_enh.png,,0.376,,,,,,,
ESP_013236_1410_MIRB.thumb_enh.png,708,2532,20,12,2.22,240,1.67,bright,3,2,2,0,False,1.0,1.0,31.56,no,0.8011,1.3023,0.9477,48.4,88.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.thumb_enh.png,,0.376,,,,,,,
ESP_013236_1410_MIRB.abrowse_enh.png,548,4696,20,20,2.07,400,1.0,dark,3,2,2,0,False,1.0,1.0,29.77,no,0.8063,1.2099,0.8731,48.3,88.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.abrowse_enh.png,,0.376,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,548,4696,20,20,2.07,400,1.0,dark,3,2,2,0,False,1.0,1.0,29.77,no,0.8063,1.2099,0.8731,48.3,88.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.376,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,1708,8952,24,16,2.15,384,1.5,bright,3,2,2,0,False,1.0,1.0,24.19,no,0.8029,1.1053,0.9432,48.2,88.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.376,,,,,,,
ESP_013236_1410_MIRB.abrowse_enh.png,1072,3648,20,20,2.01,400,1.0,dark,3,2,2,0,False,1.0,1.0,23.67,no,0.6686,1.4805,0.8764,47.8,87.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.abrowse_enh.png,,0.376,,,,,,,
ESP_013236_1410_MRGB.abrowse_enh.png,1072,3648,20,20,2.01,400,1.0,dark,3,2,2,0,False,1.0,1.0,23.67,no,0.6686,1.4805,0.8764,47.8,87.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MRGB.abrowse_enh.png,,0.376,,,,,,,
ESP_013236_1410_RED.browse_enh.png,1504,7476,24,20,2.04,480,1.2,bright,3,2,2,0,False,1.0,0.855,16.71,no,0.6992,1.472,0.9571,47.8,87.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_RED.browse_enh.png,,0.376,,,,,,,
ESP_013948_1410_RED.abrowse_enh.png,1208,4604,44,76,0.2,3344,1.73,bright,3,2,2,0,False,1.0,0.776,67.7,no,0.9078,0.7204,0.5321,47.2,87.2,CONFIRMED-LEAD,high,,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013948_1410\ESP_013948_1410_RED.abrowse_enh.png,,0.498,,,,,,,
ESP_013236_1410_MIRB.browse_enh.png,1504,7476,24,20,1.96,480,1.2,bright,3,2,2,0,False,1.0,0.831,16.42,no,0.6944,1.4206,0.9371,47.1,87.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\ESP_013236_1410\ESP_013236_1410_MIRB.browse_enh.png,,0.376,,,,,,,
